place_id,place_name,state,latitude,longitude,place_type,month,climate,popularity_level,accessibility,budget_thousand_inr,trip_duration_days,companions,interest,safety_index,entry_fee,user_id,session_id,rating_given,review_text,travel_dates_start,travel_dates_end,device_type,engagement_score,mobility_restrictions,language_preference
17656,Darjeeling,West Bengal,27.01411568420405,88.31241870192525,Hill Station,Nov,Arid,2.5,Moderate,34,5,Friends,Spiritual,1.6,10,2441,383907,1.8,Amazing place!,2025-05-18,2025-05-23,desktop,62,Wheelchair,Other
17657,Darjeeling,West Bengal,27.031711824711753,88.15140543585805,Hill Station,Feb,Cold,4.2,Moderate,23,4,Family,Culture,2.0,50,1772,747950,4.3,Had a wonderful time.,2025-01-25,2025-01-29,desktop,23,None,Hindi
17658,Mysore,Karnataka,12.413693418514335,76.42846566191437,Heritage,Mar,Cold,1.2,Easy,31,10,Solo,Culture,4.1,10,2029,805383,2.5,Amazing place!,2025-06-08,2025-06-18,desktop,52,Kids,Other
17659,Udaipur,Rajasthan,24.598283445438884,73.53228880552946,Heritage,Nov,Cold,3.8,Moderate,9,9,Couple,Nature,4.0,20,4391,987065,1.5,Great for families.,2025-02-14,2025-02-23,mobile,6,Kids,Other
17660,Darjeeling,West Bengal,27.04346023056539,88.32789663401466,Hill Station,Aug,Tropical,1.4,Easy,34,5,Friends,Relaxation,2.2,20,472,913573,1.0,Could be better.,2025-10-09,2025-10-14,mobile,37,None,Hindi
17661,Goa,Goa,15.415579418513097,74.0555385966198,Beach,Feb,Cold,4.8,Easy,5,8,Friends,Nature,4.9,10,3680,890776,4.0,Amazing place!,2025-09-14,2025-09-22,desktop,80,Kids,Other
17662,Darjeeling,West Bengal,26.95041785854662,88.21112125280276,Hill Station,Mar,Cold,3.0,Moderate,43,8,Couple,Adventure,2.2,20,4308,674285,2.1,Had a wonderful time.,2025-06-13,2025-06-21,mobile,10,Kids,Hindi
17663,Goa,Goa,15.374908859425902,74.26518991546516,Beach,Aug,Tropical,3.5,Easy,8,1,Couple,Spiritual,3.5,20,797,592191,2.3,Great for families.,2025-04-06,2025-04-07,desktop,25,Wheelchair,Hindi
17664,Varanasi,Uttar Pradesh,25.1519478084592,83.07946032829692,Spiritual,Jan,Cold,4.4,Easy,33,11,Solo,Culture,3.0,100,2617,795962,2.4,Could be better.,2025-09-01,2025-09-12,desktop,22,Kids,Hindi
17665,Darjeeling,West Bengal,26.97041110597522,88.28636922082607,Hill Station,May,Cold,1.5,Easy,39,6,Friends,Adventure,1.9,20,3468,364188,4.9,Had a wonderful time.,2025-07-17,2025-07-23,mobile,25,None,English
17666,Leh,Ladakh,34.22478180819677,77.45559574161176,Adventure,Jun,Tropical,2.8,Moderate,28,11,Solo,Nature,1.5,100,3873,119886,4.5,Amazing place!,2025-10-20,2025-10-31,mobile,44,Wheelchair,Other
17667,Varanasi,Uttar Pradesh,25.314807672480114,83.07958127238005,Spiritual,Dec,Arid,1.1,Moderate,34,11,Solo,Culture,2.5,20,1122,746204,3.7,Great for families.,2025-12-03,2025-12-14,desktop,27,None,Other
17668,Udaipur,Rajasthan,24.40965597292096,73.76426931509435,Heritage,Aug,Cold,3.4,Easy,9,2,Couple,Relaxation,1.8,20,296,162045,4.7,Amazing place!,2025-06-09,2025-06-11,desktop,77,Kids,Hindi
17669,Udaipur,Rajasthan,24.630914761530814,73.7489071943146,Heritage,Mar,Humid,4.0,Hard,40,14,Solo,Culture,4.1,100,4167,484150,2.9,Had a wonderful time.,2025-09-04,2025-09-18,desktop,98,Wheelchair,Hindi
17670,Manali,Himachal Pradesh,32.195614684004596,77.26234581431503,Hill Station,Nov,Arid,1.3,Hard,49,1,Couple,Adventure,4.8,100,136,649835,4.8,Could be better.,2025-05-04,2025-05-05,desktop,33,None,Other
17671,Udaipur,Rajasthan,24.710338318592978,73.80806209943097,Heritage,Jul,Humid,3.9,Hard,29,1,Couple,Nature,4.4,100,3431,469422,1.2,Could be better.,2025-08-26,2025-08-27,desktop,93,None,Other
17672,Leh,Ladakh,34.18172250227725,77.49809149126162,Adventure,Mar,Arid,4.4,Moderate,23,3,Couple,Relaxation,3.5,150,4618,839077,4.3,Not worth the price.,2025-12-01,2025-12-04,mobile,1,None,Hindi
17673,Udaipur,Rajasthan,24.432850438326845,73.57432660186132,Heritage,Jul,Humid,3.6,Easy,49,1,Couple,Nature,4.4,20,3391,405558,1.5,Had a wonderful time.,2025-06-11,2025-06-12,desktop,33,Kids,Hindi
17674,Mysore,Karnataka,12.353800591038233,76.62083708212946,Heritage,Jan,Temperate,4.4,Moderate,15,2,Solo,Culture,2.0,0,797,629325,2.0,Could be better.,2025-04-18,2025-04-20,desktop,3,None,Hindi
17675,Kerala,Kerala,10.924059824069799,76.37731464365355,Backwater,Sep,Tropical,4.6,Moderate,23,2,Family,Culture,1.3,150,4331,428622,2.9,Could be better.,2025-12-20,2025-12-22,mobile,38,Kids,English
17676,Mysore,Karnataka,12.380313288925182,76.47104250803231,Heritage,May,Cold,4.3,Hard,26,3,Solo,Spiritual,4.0,100,4950,961202,1.0,Could be better.,2025-07-22,2025-07-25,desktop,55,Kids,Hindi
17677,Udaipur,Rajasthan,24.497539664133967,73.82487180310072,Heritage,Apr,Temperate,3.2,Moderate,6,5,Solo,Adventure,4.2,10,1481,512859,1.3,Had a wonderful time.,2025-05-23,2025-05-28,desktop,57,Kids,English
17678,Mysore,Karnataka,12.15078824668887,76.59934619590375,Heritage,Jun,Tropical,1.7,Hard,45,5,Solo,Culture,1.5,20,2058,603108,4.6,Had a wonderful time.,2025-12-17,2025-12-22,desktop,43,None,English
17679,Jaipur,Rajasthan,26.92412330413975,75.78361323908364,Historical,Dec,Humid,4.2,Hard,26,13,Couple,Food,4.1,10,1832,968188,3.1,Not worth the price.,2025-03-22,2025-04-04,mobile,61,None,English
17680,Mysore,Karnataka,12.164355842098939,76.64787665207868,Heritage,Feb,Humid,4.6,Hard,18,9,Family,Culture,3.2,20,1627,684003,4.4,Not worth the price.,2025-12-11,2025-12-20,mobile,61,Wheelchair,English
17681,Rishikesh,Uttarakhand,30.058677754288105,78.33858218251578,Spiritual,Oct,Tropical,2.0,Moderate,36,5,Solo,Spiritual,3.9,100,4551,663671,3.2,Great for families.,2025-11-15,2025-11-20,desktop,17,Wheelchair,English
17682,Darjeeling,West Bengal,26.94275038210084,88.39238277602644,Hill Station,Feb,Tropical,2.4,Easy,16,4,Family,Culture,2.2,10,3477,523654,2.6,Great for families.,2025-05-25,2025-05-29,mobile,22,Kids,Other
17683,Kerala,Kerala,10.645686634098285,76.25516112096224,Backwater,Apr,Temperate,1.7,Easy,13,10,Friends,Nature,2.3,100,4692,649722,4.8,Amazing place!,2025-02-26,2025-03-08,mobile,13,Kids,English
17684,Darjeeling,West Bengal,27.016803818681772,88.17657256695848,Hill Station,Aug,Arid,2.8,Moderate,29,12,Couple,Relaxation,4.3,20,946,311754,4.5,Great for families.,2025-11-25,2025-12-07,desktop,40,Wheelchair,Hindi
17685,Goa,Goa,15.22669488825116,74.21896905277522,Beach,Sep,Arid,4.0,Moderate,10,14,Solo,Adventure,1.1,100,1001,434583,2.3,Not worth the price.,2025-02-14,2025-02-28,mobile,59,Kids,English
17686,Varanasi,Uttar Pradesh,25.320426128951585,82.97478101819777,Spiritual,Feb,Cold,4.6,Moderate,15,2,Family,Nature,2.6,20,575,254683,3.7,Amazing place!,2025-08-12,2025-08-14,desktop,66,Wheelchair,Hindi
17687,Kerala,Kerala,10.822679902398043,76.50756046519535,Backwater,Nov,Humid,3.6,Moderate,49,1,Couple,Relaxation,3.3,100,1527,181631,1.6,Great for families.,2025-10-29,2025-10-30,desktop,13,None,Hindi
17688,Udaipur,Rajasthan,24.523800545346816,73.69355657440877,Heritage,Jul,Humid,2.8,Easy,36,11,Couple,Spiritual,4.6,50,4293,152795,2.4,Had a wonderful time.,2025-06-20,2025-07-01,desktop,92,Kids,Hindi
17689,Jaipur,Rajasthan,26.849637395689694,75.79690987172121,Historical,Feb,Cold,3.3,Moderate,29,11,Family,Food,2.6,20,854,368641,3.2,Not worth the price.,2025-08-01,2025-08-12,desktop,63,Kids,English
17690,Manali,Himachal Pradesh,32.05560155721431,77.25653354332552,Hill Station,Nov,Arid,4.5,Hard,34,2,Couple,Nature,3.0,0,3478,611885,3.2,Could be better.,2025-07-12,2025-07-14,desktop,54,Kids,Hindi
17691,Varanasi,Uttar Pradesh,25.269776130833083,83.13423726674166,Spiritual,Jul,Temperate,1.2,Moderate,30,2,Friends,Nature,3.8,100,3074,785768,2.3,Amazing place!,2025-11-28,2025-11-30,mobile,91,Kids,Hindi
17692,Udaipur,Rajasthan,24.648047950598922,73.64918790668789,Heritage,Jul,Cold,2.6,Hard,47,11,Solo,Food,3.8,50,2389,495008,3.1,Not worth the price.,2025-08-24,2025-09-04,desktop,71,Kids,English
17693,Mysore,Karnataka,12.387948585859755,76.71548377298117,Heritage,Feb,Temperate,3.2,Hard,43,10,Friends,Relaxation,1.8,10,2548,803035,1.4,Amazing place!,2025-11-24,2025-12-04,desktop,65,None,Other
17694,Kerala,Kerala,10.884284784969669,76.29696385301904,Backwater,Jan,Humid,3.2,Moderate,15,6,Couple,Adventure,2.9,10,1339,291589,1.6,Could be better.,2025-06-29,2025-07-05,mobile,49,None,Hindi
17695,Kerala,Kerala,10.949803637841985,76.39301061983609,Backwater,Nov,Arid,2.1,Hard,22,10,Couple,Nature,4.1,0,91,351210,1.4,Had a wonderful time.,2025-07-03,2025-07-13,desktop,95,Kids,English
17696,Leh,Ladakh,34.033880324295325,77.63874173897965,Adventure,Aug,Temperate,4.3,Easy,47,13,Friends,Adventure,1.7,0,3013,998401,3.2,Could be better.,2025-02-14,2025-02-27,desktop,1,Kids,English
17697,Manali,Himachal Pradesh,32.376139711841674,77.20683422549631,Hill Station,Apr,Humid,2.4,Hard,34,7,Couple,Food,3.6,10,3339,926386,2.2,Amazing place!,2025-06-11,2025-06-18,desktop,39,Wheelchair,Other
17698,Darjeeling,West Bengal,27.06835807518923,88.0903546832242,Hill Station,Aug,Temperate,4.0,Hard,21,5,Couple,Spiritual,4.7,150,3648,484780,4.7,Amazing place!,2025-04-11,2025-04-16,desktop,87,None,Hindi
17699,Udaipur,Rajasthan,24.586074528809505,73.8292154947485,Heritage,Nov,Arid,1.2,Hard,17,2,Family,Relaxation,4.3,150,270,161464,2.8,Could be better.,2025-02-13,2025-02-15,desktop,95,None,Hindi
17700,Goa,Goa,15.237292110691449,74.13440198377592,Beach,Oct,Arid,1.1,Moderate,47,12,Family,Adventure,3.9,20,1173,565636,1.8,Not worth the price.,2025-02-16,2025-02-28,mobile,68,None,Other
17701,Varanasi,Uttar Pradesh,25.501490262281788,82.91261603254206,Spiritual,Aug,Tropical,1.4,Moderate,20,12,Friends,Food,1.6,150,4741,663488,1.6,Not worth the price.,2025-06-28,2025-07-10,desktop,60,None,Hindi
17702,Jaipur,Rajasthan,27.01175793048029,75.78710009106486,Historical,May,Tropical,1.6,Easy,17,2,Solo,Culture,2.6,0,2220,857031,4.8,Had a wonderful time.,2025-01-27,2025-01-29,desktop,29,Kids,Other
17703,Darjeeling,West Bengal,27.112737907740932,88.24909816420183,Hill Station,May,Humid,1.3,Moderate,23,7,Family,Spiritual,2.9,20,2314,233212,2.7,Not worth the price.,2025-08-02,2025-08-09,desktop,31,Kids,English
17704,Kerala,Kerala,10.956001188916153,76.21451758282042,Backwater,Aug,Temperate,4.7,Moderate,32,5,Family,Food,1.7,100,1336,719446,1.4,Great for families.,2025-05-29,2025-06-03,mobile,77,Wheelchair,Hindi
17705,Varanasi,Uttar Pradesh,25.253784278541907,82.95313257223837,Spiritual,Apr,Humid,4.5,Moderate,23,11,Friends,Spiritual,3.9,50,852,721339,1.6,Amazing place!,2025-12-19,2025-12-30,desktop,18,None,Other
17706,Leh,Ladakh,34.370248826778756,77.58300202625155,Adventure,Feb,Arid,4.1,Moderate,36,14,Couple,Culture,4.0,10,1345,362156,4.6,Amazing place!,2025-10-20,2025-11-03,desktop,84,None,Hindi
17707,Varanasi,Uttar Pradesh,25.44360060388804,82.90633094043812,Spiritual,Feb,Tropical,1.1,Moderate,26,9,Friends,Nature,1.7,0,1241,263030,2.2,Could be better.,2025-09-26,2025-10-05,desktop,69,Wheelchair,English
17708,Kerala,Kerala,10.854712102679303,76.24924015899684,Backwater,Dec,Humid,2.4,Easy,10,13,Family,Nature,4.8,10,202,911016,4.6,Great for families.,2025-12-16,2025-12-29,desktop,20,Wheelchair,Other
17709,Leh,Ladakh,33.97548607652254,77.5088404386637,Adventure,Jul,Tropical,4.7,Easy,36,10,Solo,Culture,3.4,0,3471,166268,2.8,Not worth the price.,2025-12-26,2026-01-05,mobile,19,Wheelchair,English
17710,Jaipur,Rajasthan,26.97534403059083,75.66218886250626,Historical,May,Humid,3.8,Hard,28,1,Couple,Spiritual,3.8,100,3795,772036,1.8,Had a wonderful time.,2025-04-25,2025-04-26,desktop,50,Kids,English
17711,Mysore,Karnataka,12.223127639460314,76.47153706950508,Heritage,Sep,Cold,2.4,Moderate,27,8,Friends,Relaxation,2.9,0,4000,654688,1.3,Not worth the price.,2025-11-05,2025-11-13,mobile,61,None,Hindi
17712,Rishikesh,Uttarakhand,30.00116856235689,78.38605186515565,Spiritual,Apr,Arid,3.9,Hard,26,9,Couple,Adventure,4.2,150,4468,941093,4.6,Had a wonderful time.,2025-08-01,2025-08-10,desktop,94,Wheelchair,English
17713,Rishikesh,Uttarakhand,29.829341500435877,78.18505132710682,Spiritual,Jan,Tropical,2.1,Easy,47,12,Couple,Adventure,2.4,50,3629,941905,2.6,Could be better.,2025-12-17,2025-12-29,mobile,90,None,Other
17714,Goa,Goa,15.261306438530456,74.07468121906953,Beach,Nov,Humid,4.9,Hard,24,6,Couple,Food,1.1,20,926,216599,4.0,Had a wonderful time.,2025-06-22,2025-06-28,desktop,8,None,Other
17715,Mysore,Karnataka,12.242774098553456,76.69402119502298,Heritage,Dec,Temperate,3.5,Hard,15,3,Friends,Spiritual,2.9,150,2370,986301,2.8,Amazing place!,2025-04-18,2025-04-21,mobile,33,None,Hindi
17716,Rishikesh,Uttarakhand,30.035420578310283,78.21377270045646,Spiritual,Sep,Humid,3.1,Moderate,25,11,Family,Culture,2.7,20,2495,183263,4.5,Amazing place!,2025-05-08,2025-05-19,mobile,41,Kids,Hindi
17717,Darjeeling,West Bengal,26.999953017774022,88.21018601491471,Hill Station,May,Tropical,3.9,Easy,25,7,Couple,Food,4.4,20,1199,501086,3.5,Amazing place!,2025-02-15,2025-02-22,mobile,35,Kids,Other
17718,Mysore,Karnataka,12.286085717463859,76.78420917311537,Heritage,Dec,Cold,4.2,Easy,45,11,Family,Culture,3.5,150,3955,353096,2.9,Amazing place!,2025-04-12,2025-04-23,desktop,39,Wheelchair,English
17719,Mysore,Karnataka,12.301669505218593,76.69352809767078,Heritage,Apr,Humid,2.6,Moderate,7,1,Solo,Food,3.9,0,104,301849,1.1,Great for families.,2025-01-23,2025-01-24,desktop,54,Kids,Other
17720,Manali,Himachal Pradesh,32.44369196295951,77.25257596235126,Hill Station,Aug,Temperate,4.9,Hard,31,2,Couple,Adventure,3.3,50,913,713576,4.9,Had a wonderful time.,2025-06-08,2025-06-10,desktop,2,None,Hindi
17721,Udaipur,Rajasthan,24.597949546666804,73.69604149422231,Heritage,Apr,Cold,2.6,Hard,26,12,Friends,Spiritual,3.3,10,1416,614644,2.8,Could be better.,2025-02-25,2025-03-09,mobile,5,Kids,Hindi
17722,Kerala,Kerala,10.817277702423821,76.253363841939,Backwater,Dec,Arid,2.3,Moderate,17,14,Family,Food,2.5,10,3323,713846,1.5,Amazing place!,2025-11-21,2025-12-05,mobile,92,None,Hindi
17723,Goa,Goa,15.152690155977272,74.18688366027529,Beach,Dec,Tropical,1.6,Easy,47,4,Couple,Relaxation,4.2,10,3609,903581,4.6,Could be better.,2025-09-21,2025-09-25,mobile,90,Wheelchair,Hindi
17724,Darjeeling,West Bengal,26.96548357247404,88.29227384257354,Hill Station,Nov,Arid,4.7,Easy,13,9,Couple,Nature,2.0,0,1314,775770,1.1,Not worth the price.,2025-12-18,2025-12-27,mobile,60,Wheelchair,Hindi
17725,Mysore,Karnataka,12.296799444661971,76.5876891219928,Heritage,Nov,Tropical,4.7,Easy,12,8,Family,Relaxation,4.1,100,1096,275770,4.3,Great for families.,2025-07-16,2025-07-24,mobile,61,Kids,Other
17726,Manali,Himachal Pradesh,32.32819751856892,76.9737913585954,Hill Station,Apr,Humid,1.8,Easy,21,9,Couple,Culture,1.4,150,748,223048,5.0,Amazing place!,2025-09-15,2025-09-24,desktop,49,Kids,Hindi
17727,Leh,Ladakh,34.368343124448856,77.72102513962307,Adventure,May,Tropical,2.4,Easy,9,3,Family,Nature,1.2,50,4138,829912,1.4,Had a wonderful time.,2025-05-21,2025-05-24,desktop,16,None,Other
17728,Varanasi,Uttar Pradesh,25.29135393811522,82.87886533118294,Spiritual,Sep,Tropical,2.9,Moderate,24,7,Couple,Food,3.6,0,444,699139,4.9,Not worth the price.,2025-02-22,2025-03-01,desktop,38,Kids,English
17729,Leh,Ladakh,34.18700976998473,77.49214722167399,Adventure,Jun,Temperate,3.7,Hard,9,12,Family,Culture,1.5,150,781,206979,3.7,Had a wonderful time.,2025-01-09,2025-01-21,mobile,85,Kids,Other
17730,Varanasi,Uttar Pradesh,25.22592155399531,83.0339882781332,Spiritual,Jan,Tropical,2.2,Hard,28,14,Solo,Culture,4.7,0,3817,885473,2.8,Had a wonderful time.,2025-10-04,2025-10-18,desktop,34,Kids,Other
17731,Kerala,Kerala,10.993425175745987,76.1656501873403,Backwater,Apr,Tropical,3.7,Hard,40,10,Friends,Nature,2.2,20,2882,883642,3.7,Could be better.,2025-11-04,2025-11-14,desktop,32,None,Hindi
17732,Rishikesh,Uttarakhand,30.06065720792222,78.27682367639369,Spiritual,Nov,Humid,3.5,Hard,41,10,Solo,Culture,2.2,100,2863,601591,4.4,Not worth the price.,2025-08-15,2025-08-25,mobile,57,Wheelchair,Hindi
17733,Goa,Goa,15.242694448960384,74.07345471884156,Beach,Dec,Temperate,2.5,Easy,47,14,Friends,Food,2.1,20,1852,219496,4.6,Not worth the price.,2025-02-15,2025-03-01,desktop,39,Kids,Hindi
17734,Manali,Himachal Pradesh,32.144875950560746,77.06885708841838,Hill Station,Jul,Humid,2.8,Hard,23,7,Friends,Spiritual,2.0,100,2906,460753,1.6,Amazing place!,2025-04-30,2025-05-07,desktop,75,Kids,Other
17735,Varanasi,Uttar Pradesh,25.27563576190036,83.10687017525305,Spiritual,May,Temperate,4.7,Hard,34,14,Family,Culture,4.7,20,4946,392809,3.2,Had a wonderful time.,2025-06-27,2025-07-11,desktop,80,None,Hindi
17736,Darjeeling,West Bengal,26.878852306109376,88.28653583991348,Hill Station,Oct,Temperate,4.2,Moderate,27,6,Friends,Relaxation,2.3,50,965,129559,1.8,Could be better.,2025-08-27,2025-09-02,desktop,35,Wheelchair,Hindi
17737,Leh,Ladakh,34.08137187764729,77.5138687187649,Adventure,Jul,Humid,5.0,Hard,25,7,Solo,Nature,3.4,10,3244,102265,1.4,Great for families.,2025-01-22,2025-01-29,desktop,20,Wheelchair,Other
17738,Goa,Goa,15.319615415285803,74.07914007700388,Beach,Oct,Tropical,5.0,Easy,26,12,Friends,Spiritual,1.4,10,3942,903890,3.1,Had a wonderful time.,2025-12-04,2025-12-16,desktop,36,Kids,Hindi
17739,Rishikesh,Uttarakhand,30.022979853625014,78.26916088055259,Spiritual,May,Cold,3.2,Easy,19,2,Friends,Spiritual,3.2,50,2669,934209,3.2,Had a wonderful time.,2025-10-02,2025-10-04,mobile,16,Kids,Hindi
17740,Kerala,Kerala,10.792252685211679,76.32565145575536,Backwater,Jan,Arid,4.3,Moderate,37,5,Couple,Spiritual,3.1,10,4551,380088,2.1,Great for families.,2025-09-03,2025-09-08,mobile,93,Wheelchair,Other
17741,Mysore,Karnataka,12.239009870725265,76.6184362142963,Heritage,Sep,Temperate,3.4,Hard,35,12,Couple,Nature,1.0,0,1128,404271,4.2,Amazing place!,2025-05-07,2025-05-19,mobile,75,None,English
17742,Udaipur,Rajasthan,24.699239090686422,73.66850986375022,Heritage,Jun,Arid,2.0,Moderate,48,11,Couple,Relaxation,5.0,100,431,985216,2.0,Had a wonderful time.,2025-04-01,2025-04-12,desktop,44,Kids,Hindi
17743,Kerala,Kerala,10.929544812665503,76.44640556743207,Backwater,Jan,Arid,1.6,Hard,40,1,Family,Spiritual,3.0,20,4778,672117,2.3,Not worth the price.,2025-05-20,2025-05-21,mobile,41,Wheelchair,English
17744,Jaipur,Rajasthan,26.821305876091863,75.91198716341049,Historical,Jul,Tropical,4.3,Moderate,43,3,Family,Spiritual,2.7,100,3844,227904,2.5,Amazing place!,2025-01-04,2025-01-07,mobile,23,None,Other
17745,Goa,Goa,15.387989983636784,74.07279728118579,Beach,Sep,Arid,3.9,Hard,37,7,Couple,Nature,4.6,10,2548,383001,1.3,Not worth the price.,2025-09-30,2025-10-07,mobile,25,None,English
17746,Goa,Goa,15.451266552407178,73.96120656646514,Beach,Jun,Temperate,3.9,Hard,14,6,Family,Adventure,4.1,20,4685,403070,1.5,Great for families.,2025-07-08,2025-07-14,desktop,3,None,Other
17747,Rishikesh,Uttarakhand,30.112033675290387,78.4854696867049,Spiritual,Jul,Cold,1.8,Hard,38,6,Family,Culture,4.6,10,1701,439835,4.1,Not worth the price.,2025-04-20,2025-04-26,mobile,10,Wheelchair,Other
17748,Rishikesh,Uttarakhand,30.232622539128034,78.16452358850195,Spiritual,Sep,Arid,3.1,Easy,31,11,Solo,Spiritual,4.2,10,3599,322759,3.5,Had a wonderful time.,2025-01-30,2025-02-10,desktop,15,Kids,Hindi
17749,Goa,Goa,15.2849114742504,74.14938400421181,Beach,Jul,Cold,3.5,Hard,45,9,Friends,Food,3.4,100,2896,614277,1.9,Had a wonderful time.,2025-05-16,2025-05-25,mobile,63,None,English
17750,Varanasi,Uttar Pradesh,25.4542859298943,82.91688591994249,Spiritual,Oct,Tropical,3.6,Moderate,31,9,Solo,Nature,3.8,0,3490,404903,3.5,Amazing place!,2025-03-08,2025-03-17,desktop,9,Wheelchair,Other
17751,Jaipur,Rajasthan,26.862719918490484,75.73468284322706,Historical,Apr,Temperate,5.0,Hard,20,7,Couple,Food,3.2,150,277,860352,3.6,Could be better.,2025-05-09,2025-05-16,mobile,91,Kids,Other
17752,Mysore,Karnataka,12.270947562211587,76.68980220800232,Heritage,Nov,Tropical,2.1,Hard,43,1,Friends,Culture,1.3,0,256,385238,2.8,Had a wonderful time.,2025-01-31,2025-02-01,mobile,56,Wheelchair,Hindi
17753,Goa,Goa,15.378353750531987,74.16097498439538,Beach,Mar,Cold,1.9,Moderate,46,3,Friends,Culture,3.5,50,2727,953988,2.6,Could be better.,2025-06-24,2025-06-27,desktop,9,None,Hindi
17754,Darjeeling,West Bengal,27.071487379915308,88.3376056380997,Hill Station,Feb,Tropical,4.1,Moderate,36,11,Couple,Spiritual,2.6,50,905,917156,4.2,Amazing place!,2025-07-08,2025-07-19,desktop,5,Wheelchair,English
17755,Manali,Himachal Pradesh,32.22690063914161,77.12509532817803,Hill Station,Mar,Cold,2.1,Easy,17,6,Couple,Adventure,1.8,50,3432,874634,2.0,Could be better.,2025-06-26,2025-07-02,mobile,25,None,Other
17756,Manali,Himachal Pradesh,31.96571622183863,77.29912688099665,Hill Station,May,Cold,3.5,Hard,26,10,Couple,Spiritual,1.2,0,4747,899250,4.1,Could be better.,2025-09-30,2025-10-10,mobile,53,None,Other
17757,Varanasi,Uttar Pradesh,25.153963099101478,82.92036916755951,Spiritual,Apr,Cold,3.0,Hard,31,7,Solo,Relaxation,2.4,50,1219,296570,3.0,Not worth the price.,2025-01-13,2025-01-20,desktop,96,None,Hindi
17758,Manali,Himachal Pradesh,32.176610570981275,77.33557213831408,Hill Station,Aug,Arid,4.3,Moderate,8,7,Solo,Relaxation,1.2,20,96,880506,3.4,Could be better.,2025-12-04,2025-12-11,mobile,27,None,English
17759,Darjeeling,West Bengal,27.029324416755042,88.23439657527071,Hill Station,Jan,Cold,2.2,Hard,13,5,Couple,Culture,1.2,0,1629,989196,2.5,Had a wonderful time.,2025-04-30,2025-05-05,mobile,72,Wheelchair,English
17760,Rishikesh,Uttarakhand,29.943748910187946,77.9605358936114,Spiritual,Jan,Cold,2.9,Hard,22,5,Solo,Food,3.0,20,3538,368783,5.0,Great for families.,2025-12-21,2025-12-26,desktop,47,Wheelchair,English
17761,Darjeeling,West Bengal,26.83045160835254,88.127070580833,Hill Station,Jan,Tropical,2.0,Hard,26,11,Solo,Food,4.7,100,229,166841,4.2,Had a wonderful time.,2025-05-08,2025-05-19,mobile,50,Kids,Hindi
17762,Varanasi,Uttar Pradesh,25.189150795671996,82.9899288642504,Spiritual,Jul,Cold,4.0,Easy,5,12,Solo,Food,3.4,50,171,278193,2.8,Great for families.,2025-11-04,2025-11-16,mobile,27,None,English
17763,Goa,Goa,15.127760959722297,74.1513942758769,Beach,Apr,Tropical,3.9,Easy,15,13,Friends,Nature,1.5,150,4782,704760,1.1,Had a wonderful time.,2025-02-26,2025-03-11,desktop,30,Wheelchair,Other
17764,Mysore,Karnataka,12.29818234760252,76.56916965664666,Heritage,Nov,Cold,1.2,Easy,43,10,Solo,Food,4.2,150,2990,465346,2.2,Amazing place!,2025-10-24,2025-11-03,desktop,97,None,Hindi
17765,Udaipur,Rajasthan,24.529608161065624,73.66621935749896,Heritage,Feb,Cold,4.1,Easy,27,10,Solo,Culture,3.5,0,2322,732015,4.3,Had a wonderful time.,2025-10-12,2025-10-22,desktop,29,Wheelchair,English
17766,Darjeeling,West Bengal,26.944169790321816,88.45344016540064,Hill Station,Jul,Tropical,2.7,Moderate,32,12,Family,Culture,4.6,150,973,290218,1.7,Not worth the price.,2025-12-21,2026-01-02,mobile,62,None,Hindi
17767,Darjeeling,West Bengal,26.988633011419946,88.39214196669606,Hill Station,Feb,Arid,1.9,Hard,33,8,Solo,Culture,3.2,10,2034,721335,3.0,Amazing place!,2025-07-22,2025-07-30,desktop,63,Wheelchair,English
17768,Darjeeling,West Bengal,26.955249015174825,88.06224105283155,Hill Station,Oct,Arid,1.2,Moderate,16,7,Family,Adventure,4.8,0,2082,731739,4.0,Amazing place!,2025-06-28,2025-07-05,desktop,59,Kids,English
17769,Kerala,Kerala,10.976798051233537,76.08589355072945,Backwater,Sep,Temperate,2.1,Moderate,45,7,Family,Nature,4.8,20,1537,947847,2.1,Had a wonderful time.,2025-04-18,2025-04-25,desktop,71,Kids,English
17770,Kerala,Kerala,10.970668582332603,76.41221436019781,Backwater,Jul,Temperate,2.6,Easy,46,4,Friends,Spiritual,2.2,20,2424,674430,4.1,Great for families.,2025-08-11,2025-08-15,mobile,83,Wheelchair,English
17771,Manali,Himachal Pradesh,32.224328225320335,77.2054846386699,Hill Station,Mar,Arid,2.6,Hard,40,4,Solo,Relaxation,2.5,150,1441,795889,4.2,Amazing place!,2025-09-26,2025-09-30,desktop,35,Wheelchair,Other
17772,Mysore,Karnataka,12.162378998345153,76.86182682706814,Heritage,Oct,Temperate,2.7,Moderate,15,2,Friends,Spiritual,1.1,50,557,823267,3.3,Amazing place!,2025-11-10,2025-11-12,mobile,41,Wheelchair,Hindi
17773,Leh,Ladakh,34.179684826564014,77.44895320542858,Adventure,May,Cold,2.5,Hard,20,4,Friends,Adventure,4.0,150,3797,675041,4.5,Not worth the price.,2025-06-26,2025-06-30,mobile,82,None,Other
17774,Goa,Goa,15.20200165596363,73.98881727910359,Beach,Aug,Humid,1.1,Moderate,15,3,Solo,Nature,1.7,50,1766,768217,1.4,Had a wonderful time.,2025-02-18,2025-02-21,mobile,12,Kids,Other
